period,respondent,respondent-name,type,type-name,timezone,timezone-description,value,value-units,region
2025-06-24,AZPS,Arizona Public Service Company,NG,Net generation,Arizona,Arizona,82725,megawatthours,Phoenix
2025-06-24,AZPS,Arizona Public Service Company,NG,Net generation,Central,Central,82666,megawatthours,Phoenix
2025-06-24,AZPS,Arizona Public Service Company,NG,Net generation,Eastern,Eastern,82252,megawatthours,Phoenix
2025-06-24,AZPS,Arizona Public Service Company,NG,Net generation,Mountain,Mountain,82603,megawatthours,Phoenix
2025-06-24,AZPS,Arizona Public Service Company,NG,Net generation,Pacific,Pacific,82725,megawatthours,Phoenix
2025-06-24,AZPS,Arizona Public Service Company,TI,Total interchange,Arizona,Arizona,-35845,megawatthours,Phoenix
2025-06-24,AZPS,Arizona Public Service Company,TI,Total interchange,Central,Central,-36296,megawatthours,Phoenix
2025-06-24,AZPS,Arizona Public Service Company,TI,Total interchange,Eastern,Eastern,-36917,megawatthours,Phoenix
2025-06-24,AZPS,Arizona Public Service Company,TI,Total interchange,Mountain,Mountain,-36175,megawatthours,Phoenix
2025-06-24,AZPS,Arizona Public Service Company,TI,Total interchange,Pacific,Pacific,-35845,megawatthours,Phoenix
2025-06-25,AZPS,Arizona Public Service Company,D,Demand,Arizona,Arizona,118921,megawatthours,Phoenix
2025-06-25,AZPS,Arizona Public Service Company,D,Demand,Central,Central,118833,megawatthours,Phoenix
2025-06-25,AZPS,Arizona Public Service Company,D,Demand,Eastern,Eastern,118864,megawatthours,Phoenix
2025-06-25,AZPS,Arizona Public Service Company,D,Demand,Mountain,Mountain,118803,megawatthours,Phoenix
2025-06-25,AZPS,Arizona Public Service Company,D,Demand,Pacific,Pacific,118921,megawatthours,Phoenix
2025-06-25,AZPS,Arizona Public Service Company,DF,Day-ahead demand forecast,Arizona,Arizona,113878,megawatthours,Phoenix
2025-06-25,AZPS,Arizona Public Service Company,DF,Day-ahead demand forecast,Central,Central,113765,megawatthours,Phoenix
2025-06-25,AZPS,Arizona Public Service Company,DF,Day-ahead demand forecast,Eastern,Eastern,113727,megawatthours,Phoenix
2025-06-25,AZPS,Arizona Public Service Company,DF,Day-ahead demand forecast,Mountain,Mountain,113790,megawatthours,Phoenix
2025-06-25,AZPS,Arizona Public Service Company,DF,Day-ahead demand forecast,Pacific,Pacific,113878,megawatthours,Phoenix
2025-06-25,AZPS,Arizona Public Service Company,NG,Net generation,Arizona,Arizona,74996,megawatthours,Phoenix
2025-06-25,AZPS,Arizona Public Service Company,NG,Net generation,Central,Central,74606,megawatthours,Phoenix
2025-06-25,AZPS,Arizona Public Service Company,NG,Net generation,Eastern,Eastern,74994,megawatthours,Phoenix
2025-06-25,AZPS,Arizona Public Service Company,NG,Net generation,Mountain,Mountain,74630,megawatthours,Phoenix
2025-06-25,AZPS,Arizona Public Service Company,NG,Net generation,Pacific,Pacific,74996,megawatthours,Phoenix
2025-06-25,AZPS,Arizona Public Service Company,TI,Total interchange,Arizona,Arizona,-43925,megawatthours,Phoenix
2025-06-25,AZPS,Arizona Public Service Company,TI,Total interchange,Central,Central,-44227,megawatthours,Phoenix
2025-06-25,AZPS,Arizona Public Service Company,TI,Total interchange,Eastern,Eastern,-43870,megawatthours,Phoenix
2025-06-25,AZPS,Arizona Public Service Company,TI,Total interchange,Mountain,Mountain,-44173,megawatthours,Phoenix
2025-06-25,AZPS,Arizona Public Service Company,TI,Total interchange,Pacific,Pacific,-43925,megawatthours,Phoenix
2025-06-26,AZPS,Arizona Public Service Company,D,Demand,Arizona,Arizona,126343,megawatthours,Phoenix
2025-06-26,AZPS,Arizona Public Service Company,D,Demand,Central,Central,125895,megawatthours,Phoenix
2025-06-26,AZPS,Arizona Public Service Company,D,Demand,Eastern,Eastern,125641,megawatthours,Phoenix
2025-06-26,AZPS,Arizona Public Service Company,D,Demand,Mountain,Mountain,126166,megawatthours,Phoenix
2025-06-26,AZPS,Arizona Public Service Company,D,Demand,Pacific,Pacific,126343,megawatthours,Phoenix
2025-06-26,AZPS,Arizona Public Service Company,DF,Day-ahead demand forecast,Arizona,Arizona,120261,megawatthours,Phoenix
2025-06-26,AZPS,Arizona Public Service Company,DF,Day-ahead demand forecast,Central,Central,119778,megawatthours,Phoenix
2025-06-26,AZPS,Arizona Public Service Company,DF,Day-ahead demand forecast,Eastern,Eastern,119505,megawatthours,Phoenix
2025-06-26,AZPS,Arizona Public Service Company,DF,Day-ahead demand forecast,Mountain,Mountain,120049,megawatthours,Phoenix
2025-06-26,AZPS,Arizona Public Service Company,DF,Day-ahead demand forecast,Pacific,Pacific,120261,megawatthours,Phoenix
2025-06-26,AZPS,Arizona Public Service Company,NG,Net generation,Arizona,Arizona,82596,megawatthours,Phoenix
2025-06-26,AZPS,Arizona Public Service Company,NG,Net generation,Central,Central,82419,megawatthours,Phoenix
2025-06-26,AZPS,Arizona Public Service Company,NG,Net generation,Eastern,Eastern,81943,megawatthours,Phoenix
2025-06-26,AZPS,Arizona Public Service Company,NG,Net generation,Mountain,Mountain,82442,megawatthours,Phoenix
2025-06-26,AZPS,Arizona Public Service Company,NG,Net generation,Pacific,Pacific,82596,megawatthours,Phoenix
2025-06-26,AZPS,Arizona Public Service Company,TI,Total interchange,Arizona,Arizona,-43747,megawatthours,Phoenix
2025-06-26,AZPS,Arizona Public Service Company,TI,Total interchange,Central,Central,-43476,megawatthours,Phoenix
2025-06-26,AZPS,Arizona Public Service Company,TI,Total interchange,Eastern,Eastern,-43698,megawatthours,Phoenix
2025-06-26,AZPS,Arizona Public Service Company,TI,Total interchange,Mountain,Mountain,-43724,megawatthours,Phoenix
2025-06-26,AZPS,Arizona Public Service Company,TI,Total interchange,Pacific,Pacific,-43747,megawatthours,Phoenix
2025-06-27,AZPS,Arizona Public Service Company,D,Demand,Arizona,Arizona,133774,megawatthours,Phoenix
2025-06-27,AZPS,Arizona Public Service Company,D,Demand,Central,Central,133141,megawatthours,Phoenix
2025-06-27,AZPS,Arizona Public Service Company,D,Demand,Eastern,Eastern,132655,megawatthours,Phoenix
2025-06-27,AZPS,Arizona Public Service Company,D,Demand,Mountain,Mountain,133513,megawatthours,Phoenix
2025-06-27,AZPS,Arizona Public Service Company,D,Demand,Pacific,Pacific,133774,megawatthours,Phoenix
2025-06-27,AZPS,Arizona Public Service Company,DF,Day-ahead demand forecast,Arizona,Arizona,125812,megawatthours,Phoenix
2025-06-27,AZPS,Arizona Public Service Company,DF,Day-ahead demand forecast,Central,Central,125303,megawatthours,Phoenix
2025-06-27,AZPS,Arizona Public Service Company,DF,Day-ahead demand forecast,Eastern,Eastern,125012,megawatthours,Phoenix
2025-06-27,AZPS,Arizona Public Service Company,DF,Day-ahead demand forecast,Mountain,Mountain,125604,megawatthours,Phoenix
2025-06-27,AZPS,Arizona Public Service Company,DF,Day-ahead demand forecast,Pacific,Pacific,125812,megawatthours,Phoenix
2025-06-27,AZPS,Arizona Public Service Company,NG,Net generation,Arizona,Arizona,82767,megawatthours,Phoenix
2025-06-27,AZPS,Arizona Public Service Company,NG,Net generation,Central,Central,82526,megawatthours,Phoenix
2025-06-27,AZPS,Arizona Public Service Company,NG,Net generation,Eastern,Eastern,82210,megawatthours,Phoenix
2025-06-27,AZPS,Arizona Public Service Company,NG,Net generation,Mountain,Mountain,82807,megawatthours,Phoenix
2025-06-27,AZPS,Arizona Public Service Company,NG,Net generation,Pacific,Pacific,82767,megawatthours,Phoenix
2025-06-27,AZPS,Arizona Public Service Company,TI,Total interchange,Arizona,Arizona,-51007,megawatthours,Phoenix
2025-06-27,AZPS,Arizona Public Service Company,TI,Total interchange,Central,Central,-50615,megawatthours,Phoenix
2025-06-27,AZPS,Arizona Public Service Company,TI,Total interchange,Eastern,Eastern,-50445,megawatthours,Phoenix
2025-06-27,AZPS,Arizona Public Service Company,TI,Total interchange,Mountain,Mountain,-50706,megawatthours,Phoenix
2025-06-27,AZPS,Arizona Public Service Company,TI,Total interchange,Pacific,Pacific,-51007,megawatthours,Phoenix
2025-06-28,AZPS,Arizona Public Service Company,D,Demand,Arizona,Arizona,137126,megawatthours,Phoenix
2025-06-28,AZPS,Arizona Public Service Company,D,Demand,Central,Central,136573,megawatthours,Phoenix
2025-06-28,AZPS,Arizona Public Service Company,D,Demand,Eastern,Eastern,136334,megawatthours,Phoenix
2025-06-28,AZPS,Arizona Public Service Company,D,Demand,Mountain,Mountain,136832,megawatthours,Phoenix
2025-06-28,AZPS,Arizona Public Service Company,D,Demand,Pacific,Pacific,137126,megawatthours,Phoenix
2025-06-28,AZPS,Arizona Public Service Company,DF,Day-ahead demand forecast,Arizona,Arizona,130978,megawatthours,Phoenix
2025-06-28,AZPS,Arizona Public Service Company,DF,Day-ahead demand forecast,Central,Central,130904,megawatthours,Phoenix
2025-06-28,AZPS,Arizona Public Service Company,DF,Day-ahead demand forecast,Eastern,Eastern,131087,megawatthours,Phoenix
2025-06-28,AZPS,Arizona Public Service Company,DF,Day-ahead demand forecast,Mountain,Mountain,130884,megawatthours,Phoenix
2025-06-28,AZPS,Arizona Public Service Company,DF,Day-ahead demand forecast,Pacific,Pacific,130978,megawatthours,Phoenix
2025-06-28,AZPS,Arizona Public Service Company,NG,Net generation,Arizona,Arizona,80616,megawatthours,Phoenix
2025-06-28,AZPS,Arizona Public Service Company,NG,Net generation,Central,Central,81184,megawatthours,Phoenix
2025-06-28,AZPS,Arizona Public Service Company,NG,Net generation,Eastern,Eastern,81556,megawatthours,Phoenix
2025-06-28,AZPS,Arizona Public Service Company,NG,Net generation,Mountain,Mountain,81068,megawatthours,Phoenix
2025-06-28,AZPS,Arizona Public Service Company,NG,Net generation,Pacific,Pacific,80616,megawatthours,Phoenix
2025-06-28,AZPS,Arizona Public Service Company,TI,Total interchange,Arizona,Arizona,-56510,megawatthours,Phoenix
2025-06-28,AZPS,Arizona Public Service Company,TI,Total interchange,Central,Central,-55389,megawatthours,Phoenix
2025-06-28,AZPS,Arizona Public Service Company,TI,Total interchange,Eastern,Eastern,-54778,megawatthours,Phoenix
2025-06-28,AZPS,Arizona Public Service Company,TI,Total interchange,Mountain,Mountain,-55764,megawatthours,Phoenix
2025-06-28,AZPS,Arizona Public Service Company,TI,Total interchange,Pacific,Pacific,-56510,megawatthours,Phoenix
2025-06-29,AZPS,Arizona Public Service Company,D,Demand,Arizona,Arizona,144180,megawatthours,Phoenix
2025-06-29,AZPS,Arizona Public Service Company,D,Demand,Central,Central,143309,megawatthours,Phoenix
2025-06-29,AZPS,Arizona Public Service Company,D,Demand,Eastern,Eastern,142922,megawatthours,Phoenix
2025-06-29,AZPS,Arizona Public Service Company,D,Demand,Mountain,Mountain,143763,megawatthours,Phoenix
2025-06-29,AZPS,Arizona Public Service Company,D,Demand,Pacific,Pacific,144180,megawatthours,Phoenix
2025-06-29,AZPS,Arizona Public Service Company,DF,Day-ahead demand forecast,Arizona,Arizona,138861,megawatthours,Phoenix
2025-06-29,AZPS,Arizona Public Service Company,DF,Day-ahead demand forecast,Central,Central,137992,megawatthours,Phoenix
2025-06-29,AZPS,Arizona Public Service Company,DF,Day-ahead demand forecast,Eastern,Eastern,137366,megawatthours,Phoenix
2025-06-29,AZPS,Arizona Public Service Company,DF,Day-ahead demand forecast,Mountain,Mountain,138335,megawatthours,Phoenix
2025-06-29,AZPS,Arizona Public Service Company,DF,Day-ahead demand forecast,Pacific,Pacific,138861,megawatthours,Phoenix
2025-06-29,AZPS,Arizona Public Service Company,NG,Net generation,Arizona,Arizona,80870,megawatthours,Phoenix
2025-06-29,AZPS,Arizona Public Service Company,NG,Net generation,Central,Central,80255,megawatthours,Phoenix
2025-06-29,AZPS,Arizona Public Service Company,NG,Net generation,Eastern,Eastern,80234,megawatthours,Phoenix
2025-06-29,AZPS,Arizona Public Service Company,NG,Net generation,Mountain,Mountain,80475,megawatthours,Phoenix
2025-06-29,AZPS,Arizona Public Service Company,NG,Net generation,Pacific,Pacific,80870,megawatthours,Phoenix
2025-06-29,AZPS,Arizona Public Service Company,TI,Total interchange,Arizona,Arizona,-63310,megawatthours,Phoenix
2025-06-29,AZPS,Arizona Public Service Company,TI,Total interchange,Central,Central,-63054,megawatthours,Phoenix
2025-06-29,AZPS,Arizona Public Service Company,TI,Total interchange,Eastern,Eastern,-62688,megawatthours,Phoenix
2025-06-29,AZPS,Arizona Public Service Company,TI,Total interchange,Mountain,Mountain,-63288,megawatthours,Phoenix
2025-06-29,AZPS,Arizona Public Service Company,TI,Total interchange,Pacific,Pacific,-63310,megawatthours,Phoenix
2025-06-30,AZPS,Arizona Public Service Company,D,Demand,Arizona,Arizona,153236,megawatthours,Phoenix
2025-06-30,AZPS,Arizona Public Service Company,D,Demand,Central,Central,153074,megawatthours,Phoenix
2025-06-30,AZPS,Arizona Public Service Company,D,Demand,Eastern,Eastern,152998,megawatthours,Phoenix
2025-06-30,AZPS,Arizona Public Service Company,D,Demand,Mountain,Mountain,153083,megawatthours,Phoenix
2025-06-30,AZPS,Arizona Public Service Company,D,Demand,Pacific,Pacific,153236,megawatthours,Phoenix
2025-06-30,AZPS,Arizona Public Service Company,DF,Day-ahead demand forecast,Arizona,Arizona,149977,megawatthours,Phoenix
2025-06-30,AZPS,Arizona Public Service Company,DF,Day-ahead demand forecast,Central,Central,149243,megawatthours,Phoenix
2025-06-30,AZPS,Arizona Public Service Company,DF,Day-ahead demand forecast,Eastern,Eastern,148853,megawatthours,Phoenix
2025-06-30,AZPS,Arizona Public Service Company,DF,Day-ahead demand forecast,Mountain,Mountain,149605,megawatthours,Phoenix
2025-06-30,AZPS,Arizona Public Service Company,DF,Day-ahead demand forecast,Pacific,Pacific,149977,megawatthours,Phoenix
2025-06-30,AZPS,Arizona Public Service Company,NG,Net generation,Arizona,Arizona,82880,megawatthours,Phoenix
2025-06-30,AZPS,Arizona Public Service Company,NG,Net generation,Central,Central,84257,megawatthours,Phoenix
2025-06-30,AZPS,Arizona Public Service Company,NG,Net generation,Eastern,Eastern,84938,megawatthours,Phoenix
2025-06-30,AZPS,Arizona Public Service Company,NG,Net generation,Mountain,Mountain,83287,megawatthours,Phoenix
2025-06-30,AZPS,Arizona Public Service Company,NG,Net generation,Pacific,Pacific,82880,megawatthours,Phoenix
2025-06-30,AZPS,Arizona Public Service Company,TI,Total interchange,Arizona,Arizona,-70356,megawatthours,Phoenix
2025-06-30,AZPS,Arizona Public Service Company,TI,Total interchange,Central,Central,-68817,megawatthours,Phoenix
2025-06-30,AZPS,Arizona Public Service Company,TI,Total interchange,Eastern,Eastern,-68060,megawatthours,Phoenix
2025-06-30,AZPS,Arizona Public Service Company,TI,Total interchange,Mountain,Mountain,-69796,megawatthours,Phoenix
2025-06-30,AZPS,Arizona Public Service Company,TI,Total interchange,Pacific,Pacific,-70356,megawatthours,Phoenix
2025-07-01,AZPS,Arizona Public Service Company,D,Demand,Arizona,Arizona,155783,megawatthours,Phoenix
2025-07-01,AZPS,Arizona Public Service Company,D,Demand,Central,Central,155611,megawatthours,Phoenix
2025-07-01,AZPS,Arizona Public Service Company,D,Demand,Eastern,Eastern,155541,megawatthours,Phoenix
2025-07-01,AZPS,Arizona Public Service Company,D,Demand,Mountain,Mountain,155755,megawatthours,Phoenix
2025-07-01,AZPS,Arizona Public Service Company,D,Demand,Pacific,Pacific,155783,megawatthours,Phoenix
2025-07-01,AZPS,Arizona Public Service Company,DF,Day-ahead demand forecast,Arizona,Arizona,151068,megawatthours,Phoenix
2025-07-01,AZPS,Arizona Public Service Company,DF,Day-ahead demand forecast,Central,Central,151017,megawatthours,Phoenix
2025-07-01,AZPS,Arizona Public Service Company,DF,Day-ahead demand forecast,Eastern,Eastern,151081,megawatthours,Phoenix
2025-07-01,AZPS,Arizona Public Service Company,DF,Day-ahead demand forecast,Mountain,Mountain,151040,megawatthours,Phoenix
2025-07-01,AZPS,Arizona Public Service Company,DF,Day-ahead demand forecast,Pacific,Pacific,151068,megawatthours,Phoenix
2025-07-01,AZPS,Arizona Public Service Company,NG,Net generation,Arizona,Arizona,72327,megawatthours,Phoenix
2025-07-01,AZPS,Arizona Public Service Company,NG,Net generation,Central,Central,72549,megawatthours,Phoenix
2025-07-01,AZPS,Arizona Public Service Company,NG,Net generation,Eastern,Eastern,72225,megawatthours,Phoenix
2025-07-01,AZPS,Arizona Public Service Company,NG,Net generation,Mountain,Mountain,72570,megawatthours,Phoenix
2025-07-01,AZPS,Arizona Public Service Company,NG,Net generation,Pacific,Pacific,72327,megawatthours,Phoenix
2025-07-01,AZPS,Arizona Public Service Company,TI,Total interchange,Arizona,Arizona,-83456,megawatthours,Phoenix
2025-07-01,AZPS,Arizona Public Service Company,TI,Total interchange,Central,Central,-83062,megawatthours,Phoenix
2025-07-01,AZPS,Arizona Public Service Company,TI,Total interchange,Eastern,Eastern,-83316,megawatthours,Phoenix
2025-07-01,AZPS,Arizona Public Service Company,TI,Total interchange,Mountain,Mountain,-83185,megawatthours,Phoenix
2025-07-01,AZPS,Arizona Public Service Company,TI,Total interchange,Pacific,Pacific,-83456,megawatthours,Phoenix
2025-07-02,AZPS,Arizona Public Service Company,D,Demand,Arizona,Arizona,144476,megawatthours,Phoenix
2025-07-02,AZPS,Arizona Public Service Company,D,Demand,Central,Central,146721,megawatthours,Phoenix
2025-07-02,AZPS,Arizona Public Service Company,D,Demand,Eastern,Eastern,148078,megawatthours,Phoenix
2025-07-02,AZPS,Arizona Public Service Company,D,Demand,Mountain,Mountain,145540,megawatthours,Phoenix
2025-07-02,AZPS,Arizona Public Service Company,D,Demand,Pacific,Pacific,144476,megawatthours,Phoenix
2025-07-02,AZPS,Arizona Public Service Company,DF,Day-ahead demand forecast,Arizona,Arizona,142505,megawatthours,Phoenix
2025-07-02,AZPS,Arizona Public Service Company,DF,Day-ahead demand forecast,Central,Central,143175,megawatthours,Phoenix
2025-07-02,AZPS,Arizona Public Service Company,DF,Day-ahead demand forecast,Eastern,Eastern,143422,megawatthours,Phoenix
2025-07-02,AZPS,Arizona Public Service Company,DF,Day-ahead demand forecast,Mountain,Mountain,142923,megawatthours,Phoenix
2025-07-02,AZPS,Arizona Public Service Company,DF,Day-ahead demand forecast,Pacific,Pacific,142505,megawatthours,Phoenix
